TXYEAR,TXMONTH,Treatment,Cancer_Type,Number,Date_Serial
2003,April,Surgeries,Bone,953,37712
2003,April,Surgeries,Brain,3372,37712
2003,April,Surgeries,Breast,9033,37712
2003,April,Surgeries,Colorectal,3779,37712
2003,April,Surgeries,Gynecologic,4100,37712
2003,April,Surgeries,Head and Neck,9848,37712
2003,April,Surgeries,Hematologic,3548,37712
2003,April,Surgeries,Hepatopancreatobiliary,5171,37712
2003,April,Surgeries,Kidney,1033,37712
2003,April,Surgeries,Lung,5720,37712
2003,April,Surgeries,Prostate,6659,37712
2003,April,Surgeries,Skin,445,37712
2003,April,Surgeries,Soft Tissue,7794,37712
2003,April,Surgeries,Upper Gastrointestinal,7368,37712
2003,May,Chemotherapy,All Other,9001,37742
2003,May,Chemotherapy,Bladder,9864,37742
2003,May,Chemotherapy,Bone,9257,37742
2003,May,Chemotherapy,Brain,1525,37742
2003,May,Chemotherapy,Breast,9383,37742
2003,May,Chemotherapy,Colorectal,1036,37742
2003,May,Chemotherapy,Eye and Orbit,4681,37742
2003,May,Chemotherapy,Gynecologic,2432,37742
2003,May,Chemotherapy,Head and Neck,9503,37742
2003,May,Chemotherapy,Hematologic,4419,37742
2003,May,Chemotherapy,Hepatopancreatobiliary,1822,37742
2003,May,Chemotherapy,Kidney,1931,37742
2003,May,Chemotherapy,Lung,1624,37742
2003,May,Chemotherapy,Prostate,6193,37742
2003,May,Chemotherapy,Skin,2713,37742
2003,May,Chemotherapy,Soft Tissue,9933,37742
2003,May,Chemotherapy,Upper Gastrointestinal,7149,37742
2003,May,Inpatient Days,All Other,8218,37742
2003,May,Inpatient Days,Bladder,8818,37742
2003,May,Inpatient Days,Bone,9774,37742
2003,May,Inpatient Days,Brain,4123,37742
2003,May,Inpatient Days,Breast,6362,37742
2003,May,Inpatient Days,Colorectal,224,37742
2003,May,Inpatient Days,Eye and Orbit,3744,37742
2003,May,Inpatient Days,Gynecologic,8397,37742
2003,May,Inpatient Days,Head and Neck,1048,37742
2003,May,Inpatient Days,Hematologic,8840,37742
2003,May,Inpatient Days,Hepatopancreatobiliary,1519,37742
2003,May,Inpatient Days,Kidney,6313,37742
2003,May,Inpatient Days,Lung,3970,37742
2003,May,Inpatient Days,Prostate,7257,37742
2003,May,Inpatient Days,Skin,5495,37742
2003,May,Inpatient Days,Soft Tissue,5430,37742
2003,May,Inpatient Days,Upper Gastrointestinal,477,37742
2003,May,Radiation Therapy,All Other,9832,37742
2003,May,Radiation Therapy,Bladder,6792,37742
2003,May,Radiation Therapy,Bone,6462,37742
2003,May,Radiation Therapy,Brain,5761,37742
2003,May,Radiation Therapy,Breast,4384,37742
2003,May,Radiation Therapy,Colorectal,3617,37742
2003,May,Radiation Therapy,Eye and Orbit,6706,37742
2003,May,Radiation Therapy,Gynecologic,2228,37742
2003,May,Radiation Therapy,Head and Neck,6439,37742
2003,May,Radiation Therapy,Hematologic,918,37742
2003,May,Radiation Therapy,Hepatopancreatobiliary,2912,37742
2003,May,Radiation Therapy,Kidney,6103,37742
2003,May,Radiation Therapy,Lung,9603,37742
2003,May,Radiation Therapy,Prostate,3896,37742
2003,May,Radiation Therapy,Skin,8374,37742
2003,May,Radiation Therapy,Soft Tissue,984,37742
2003,May,Radiation Therapy,Upper Gastrointestinal,9214,37742
2003,May,Surgeries,All Other,6358,37742
2003,May,Surgeries,Bladder,2132,37742
2003,May,Surgeries,Bone,309,37742
2003,May,Surgeries,Brain,9078,37742
2003,May,Surgeries,Breast,1621,37742
2003,May,Surgeries,Colorectal,4329,37742
2003,May,Surgeries,Gynecologic,8133,37742
2003,May,Surgeries,Head and Neck,4065,37742
2003,May,Surgeries,Hematologic,9681,37742
2003,May,Surgeries,Hepatopancreatobiliary,5938,37742
2003,May,Surgeries,Kidney,9263,37742
2003,May,Surgeries,Lung,2530,37742
2003,May,Surgeries,Prostate,9608,37742
2003,May,Surgeries,Skin,8303,37742
2003,May,Surgeries,Soft Tissue,9166,37742
2003,May,Surgeries,Upper Gastrointestinal,7291,37742
2003,June,Chemotherapy,All Other,9592,37773
2003,June,Chemotherapy,Bladder,1899,37773
2003,June,Chemotherapy,Bone,6952,37773
2003,June,Chemotherapy,Brain,1551,37773
2003,June,Chemotherapy,Breast,1242,37773
2003,June,Chemotherapy,Colorectal,3384,37773
2003,June,Chemotherapy,Eye and Orbit,4687,37773
2003,June,Chemotherapy,Gynecologic,4870,37773
2003,June,Chemotherapy,Head and Neck,8481,37773
2003,June,Chemotherapy,Hematologic,6013,37773
2003,June,Chemotherapy,Hepatopancreatobiliary,2854,37773
2003,June,Chemotherapy,Kidney,8036,37773
2003,June,Chemotherapy,Lung,8305,37773
2003,June,Chemotherapy,Prostate,5884,37773
2003,June,Chemotherapy,Skin,862,37773
2003,June,Chemotherapy,Soft Tissue,3170,37773
2003,June,Chemotherapy,Upper Gastrointestinal,7298,37773
2003,June,Inpatient Days,All Other,9111,37773
2003,June,Inpatient Days,Bladder,774,37773
2003,June,Inpatient Days,Bone,2526,37773
2003,June,Inpatient Days,Brain,2799,37773
2003,June,Inpatient Days,Breast,2122,37773
2003,June,Inpatient Days,Colorectal,6844,37773
2003,June,Inpatient Days,Eye and Orbit,439,37773
2003,June,Inpatient Days,Gynecologic,450,37773
2003,June,Inpatient Days,Head and Neck,8363,37773
2003,June,Inpatient Days,Hematologic,7574,37773
2003,June,Inpatient Days,Hepatopancreatobiliary,9904,37773
2003,June,Inpatient Days,Kidney,3321,37773
2003,June,Inpatient Days,Lung,1433,37773
2003,June,Inpatient Days,Prostate,3981,37773
2003,June,Inpatient Days,Skin,9674,37773
2003,June,Inpatient Days,Soft Tissue,4095,37773
2003,June,Inpatient Days,Upper Gastrointestinal,452,37773
2003,June,Radiation Therapy,All Other,8507,37773
2003,June,Radiation Therapy,Bladder,6794,37773
2003,June,Radiation Therapy,Bone,9881,37773
2003,June,Radiation Therapy,Brain,4222,37773
2003,June,Radiation Therapy,Breast,270,37773
2003,June,Radiation Therapy,Colorectal,9293,37773
2003,June,Radiation Therapy,Eye and Orbit,4818,37773
2003,June,Radiation Therapy,Gynecologic,7793,37773
2003,June,Radiation Therapy,Head and Neck,4769,37773
2003,June,Radiation Therapy,Hematologic,24,37773
2003,June,Radiation Therapy,Hepatopancreatobiliary,7525,37773
2003,June,Radiation Therapy,Kidney,7677,37773
2003,June,Radiation Therapy,Lung,4402,37773
2003,June,Radiation Therapy,Prostate,7913,37773
2003,June,Radiation Therapy,Skin,2136,37773
2003,June,Radiation Therapy,Soft Tissue,1788,37773
2003,June,Radiation Therapy,Upper Gastrointestinal,9706,37773
2003,June,Surgeries,All Other,6418,37773
2003,June,Surgeries,Bladder,1551,37773
2003,June,Surgeries,Bone,1212,37773
2003,June,Surgeries,Brain,7512,37773
2003,June,Surgeries,Breast,7018,37773
2003,June,Surgeries,Colorectal,3490,37773
2003,June,Surgeries,Eye and Orbit,417,37773
2003,June,Surgeries,Gynecologic,583,37773
2003,June,Surgeries,Head and Neck,6838,37773
2003,June,Surgeries,Hematologic,5346,37773
2003,June,Surgeries,Hepatopancreatobiliary,2706,37773
2003,June,Surgeries,Kidney,993,37773
2003,June,Surgeries,Lung,9819,37773
2003,June,Surgeries,Prostate,7493,37773
2003,June,Surgeries,Skin,4481,37773
2003,June,Surgeries,Soft Tissue,7806,37773
2003,June,Surgeries,Upper Gastrointestinal,8245,37773
2003,July,Chemotherapy,All Other,2368,37803
2003,July,Chemotherapy,Bladder,6040,37803
2003,July,Chemotherapy,Bone,1250,37803
2003,July,Chemotherapy,Brain,3784,37803
2003,July,Chemotherapy,Breast,7589,37803
2003,July,Chemotherapy,Colorectal,7040,37803
2003,July,Chemotherapy,Eye and Orbit,8853,37803
2003,July,Chemotherapy,Gynecologic,1778,37803
2003,July,Chemotherapy,Head and Neck,2738,37803
2003,July,Chemotherapy,Hematologic,9636,37803
2003,July,Chemotherapy,Hepatopancreatobiliary,8171,37803
2003,July,Chemotherapy,Kidney,2401,37803
2003,July,Chemotherapy,Lung,7552,37803
2003,July,Chemotherapy,Prostate,8893,37803
2003,July,Chemotherapy,Skin,7000,37803
2003,July,Chemotherapy,Soft Tissue,8295,37803
2003,July,Chemotherapy,Upper Gastrointestinal,2576,37803
2003,July,Inpatient Days,All Other,9742,37803
2003,July,Inpatient Days,Bladder,4574,37803
2003,July,Inpatient Days,Bone,7272,37803
2003,July,Inpatient Days,Brain,3850,37803
2003,July,Inpatient Days,Breast,8991,37803
2003,July,Inpatient Days,Colorectal,8800,37803
2003,July,Inpatient Days,Eye and Orbit,9847,37803
2003,July,Inpatient Days,Gynecologic,8903,37803
2003,July,Inpatient Days,Head and Neck,5981,37803
2003,July,Inpatient Days,Hematologic,9849,37803
2003,July,Inpatient Days,Hepatopancreatobiliary,8712,37803
2003,July,Inpatient Days,Kidney,4295,37803
2003,July,Inpatient Days,Lung,9005,37803
2003,July,Inpatient Days,Prostate,151,37803
2003,July,Inpatient Days,Skin,238,37803
2003,July,Inpatient Days,Soft Tissue,5895,37803
2003,July,Inpatient Days,Upper Gastrointestinal,2145,37803
2003,July,Radiation Therapy,All Other,6448,37803
2003,July,Radiation Therapy,Bladder,8230,37803
2003,July,Radiation Therapy,Bone,9395,37803
2003,July,Radiation Therapy,Brain,8887,37803
2003,July,Radiation Therapy,Breast,5589,37803
2003,July,Radiation Therapy,Colorectal,9850,37803
2003,July,Radiation Therapy,Eye and Orbit,2648,37803
2003,July,Radiation Therapy,Gynecologic,162,37803
2003,July,Radiation Therapy,Head and Neck,7447,37803
2003,July,Radiation Therapy,Hematologic,8811,37803
2003,July,Radiation Therapy,Hepatopancreatobiliary,9636,37803
2003,July,Radiation Therapy,Kidney,9866,37803
2003,July,Radiation Therapy,Lung,3159,37803
2003,July,Radiation Therapy,Prostate,5833,37803
2003,July,Radiation Therapy,Skin,5933,37803
2003,July,Radiation Therapy,Soft Tissue,1470,37803
2003,July,Radiation Therapy,Upper Gastrointestinal,6546,37803
2003,July,Surgeries,All Other,2569,37803
2003,July,Surgeries,Bladder,3482,37803
2003,July,Surgeries,Bone,503,37803
2003,July,Surgeries,Brain,7032,37803
2003,July,Surgeries,Breast,9509,37803
2003,July,Surgeries,Colorectal,2949,37803
2003,July,Surgeries,Eye and Orbit,5166,37803
2003,July,Surgeries,Gynecologic,1604,37803
2003,July,Surgeries,Head and Neck,4358,37803
2003,July,Surgeries,Hematologic,6421,37803
2003,July,Surgeries,Hepatopancreatobiliary,2224,37803
2003,July,Surgeries,Kidney,7232,37803
2003,July,Surgeries,Lung,7506,37803
2003,July,Surgeries,Prostate,902,37803
2003,July,Surgeries,Skin,4624,37803
2003,July,Surgeries,Soft Tissue,217,37803
2003,July,Surgeries,Upper Gastrointestinal,7529,37803
2003,August,Chemotherapy,All Other,7171,37834
2003,August,Chemotherapy,Bladder,2363,37834
2003,August,Chemotherapy,Bone,7635,37834
2003,August,Chemotherapy,Brain,5643,37834
2003,August,Chemotherapy,Breast,517,37834
2003,August,Chemotherapy,Colorectal,2766,37834
2003,August,Chemotherapy,Eye and Orbit,6026,37834
2003,August,Chemotherapy,Gynecologic,407,37834
2003,August,Chemotherapy,Head and Neck,1319,37834
2003,August,Chemotherapy,Hematologic,2342,37834
2003,August,Chemotherapy,Hepatopancreatobiliary,8736,37834
2003,August,Chemotherapy,Kidney,5496,37834
2003,August,Chemotherapy,Lung,467,37834
2003,August,Chemotherapy,Prostate,6848,37834
2003,August,Chemotherapy,Skin,6354,37834
2003,August,Chemotherapy,Soft Tissue,9215,37834
2003,August,Chemotherapy,Upper Gastrointestinal,4296,37834
2003,August,Inpatient Days,All Other,3215,37834
2003,August,Inpatient Days,Bladder,2446,37834
2003,August,Inpatient Days,Bone,296,37834
2003,August,Inpatient Days,Brain,4222,37834
2003,August,Inpatient Days,Breast,5784,37834
2003,August,Inpatient Days,Colorectal,9325,37834
2003,August,Inpatient Days,Gynecologic,9071,37834
2003,August,Inpatient Days,Head and Neck,861,37834
2003,August,Inpatient Days,Hematologic,3785,37834
2003,August,Inpatient Days,Hepatopancreatobiliary,8928,37834
2003,August,Inpatient Days,Kidney,3758,37834
2003,August,Inpatient Days,Lung,9797,37834
2003,August,Inpatient Days,Prostate,405,37834
2003,August,Inpatient Days,Skin,4019,37834
2003,August,Inpatient Days,Soft Tissue,4322,37834
2003,August,Inpatient Days,Upper Gastrointestinal,5879,37834
2003,August,Radiation Therapy,All Other,9238,37834
2003,August,Radiation Therapy,Bladder,3714,37834
2003,August,Radiation Therapy,Bone,2225,37834
2003,August,Radiation Therapy,Brain,5209,37834
2003,August,Radiation Therapy,Breast,1705,37834
2003,August,Radiation Therapy,Colorectal,7196,37834
2003,August,Radiation Therapy,Eye and Orbit,2747,37834
2003,August,Radiation Therapy,Gynecologic,9255,37834
2003,August,Radiation Therapy,Head and Neck,4937,37834
2003,August,Radiation Therapy,Hematologic,2046,37834
2003,August,Radiation Therapy,Hepatopancreatobiliary,8996,37834
2003,August,Radiation Therapy,Kidney,7156,37834
2003,August,Radiation Therapy,Lung,2588,37834
2003,August,Radiation Therapy,Prostate,8467,37834
2003,August,Radiation Therapy,Skin,7013,37834
2003,August,Radiation Therapy,Soft Tissue,8134,37834
2003,August,Radiation Therapy,Upper Gastrointestinal,577,37834
2003,August,Surgeries,All Other,8604,37834
2003,August,Surgeries,Bladder,2858,37834
2003,August,Surgeries,Bone,4019,37834
2003,August,Surgeries,Brain,6568,37834
2003,August,Surgeries,Breast,5557,37834
2003,August,Surgeries,Colorectal,1005,37834
2003,August,Surgeries,Gynecologic,8676,37834
2003,August,Surgeries,Head and Neck,3379,37834
2003,August,Surgeries,Hematologic,5185,37834
2003,August,Surgeries,Hepatopancreatobiliary,3389,37834
2003,August,Surgeries,Kidney,8237,37834
2003,August,Surgeries,Lung,9876,37834
2003,August,Surgeries,Prostate,2191,37834
2003,August,Surgeries,Skin,4965,37834
2003,August,Surgeries,Soft Tissue,5402,37834
2003,August,Surgeries,Upper Gastrointestinal,3163,37834
2003,September,Chemotherapy,All Other,3370,37865
2003,September,Chemotherapy,Bladder,5785,37865
2003,September,Chemotherapy,Bone,9245,37865
2003,September,Chemotherapy,Brain,9147,37865
2003,September,Chemotherapy,Breast,6289,37865
2003,September,Chemotherapy,Colorectal,6675,37865
2003,September,Chemotherapy,Eye and Orbit,3921,37865
2003,September,Chemotherapy,Gynecologic,558,37865
2003,September,Chemotherapy,Head and Neck,3446,37865
2003,September,Chemotherapy,Hematologic,1333,37865
2003,September,Chemotherapy,Hepatopancreatobiliary,457,37865
2003,September,Chemotherapy,Kidney,1410,37865
2003,September,Chemotherapy,Lung,9510,37865
2003,September,Chemotherapy,Prostate,6826,37865
2003,September,Chemotherapy,Skin,7171,37865
2003,September,Chemotherapy,Soft Tissue,8289,37865
2003,September,Chemotherapy,Upper Gastrointestinal,6449,37865
2003,September,Inpatient Days,All Other,3438,37865
2003,September,Inpatient Days,Bladder,8839,37865
2003,September,Inpatient Days,Bone,6109,37865
2003,September,Inpatient Days,Brain,5188,37865
2003,September,Inpatient Days,Breast,8389,37865
2003,September,Inpatient Days,Colorectal,6408,37865
2003,September,Inpatient Days,Eye and Orbit,9542,37865
2003,September,Inpatient Days,Gynecologic,4035,37865
2003,September,Inpatient Days,Head and Neck,4281,37865
2003,September,Inpatient Days,Hematologic,80,37865
2003,September,Inpatient Days,Hepatopancreatobiliary,7445,37865
2003,September,Inpatient Days,Kidney,297,37865
2003,September,Inpatient Days,Lung,2212,37865
2003,September,Inpatient Days,Prostate,4548,37865
2003,September,Inpatient Days,Skin,2873,37865
2003,September,Inpatient Days,Soft Tissue,8852,37865
2003,September,Inpatient Days,Upper Gastrointestinal,4006,37865
2003,September,Radiation Therapy,All Other,7269,37865
2003,September,Radiation Therapy,Bladder,5101,37865
2003,September,Radiation Therapy,Bone,1364,37865
2003,September,Radiation Therapy,Brain,4942,37865
2003,September,Radiation Therapy,Breast,9926,37865
2003,September,Radiation Therapy,Colorectal,4527,37865
2003,September,Radiation Therapy,Eye and Orbit,9694,37865
2003,September,Radiation Therapy,Gynecologic,2245,37865
2003,September,Radiation Therapy,Head and Neck,2230,37865
2003,September,Radiation Therapy,Hematologic,615,37865
2003,September,Radiation Therapy,Hepatopancreatobiliary,6200,37865
2003,September,Radiation Therapy,Kidney,7526,37865
2003,September,Radiation Therapy,Lung,7645,37865
2003,September,Radiation Therapy,Prostate,2074,37865
2003,September,Radiation Therapy,Skin,3021,37865
2003,September,Radiation Therapy,Soft Tissue,3756,37865
2003,September,Radiation Therapy,Upper Gastrointestinal,6965,37865
2003,September,Surgeries,All Other,5676,37865
2003,September,Surgeries,Bladder,3498,37865
2003,September,Surgeries,Bone,7524,37865
2003,September,Surgeries,Brain,5727,37865
2003,September,Surgeries,Breast,2729,37865
2003,September,Surgeries,Colorectal,5012,37865
2003,September,Surgeries,Eye and Orbit,9143,37865
2003,September,Surgeries,Gynecologic,347,37865
2003,September,Surgeries,Head and Neck,2096,37865
2003,September,Surgeries,Hematologic,6441,37865
2003,September,Surgeries,Hepatopancreatobiliary,4869,37865
2003,September,Surgeries,Kidney,6504,37865
2003,September,Surgeries,Lung,1754,37865
2003,September,Surgeries,Prostate,579,37865
2003,September,Surgeries,Skin,1077,37865
2003,September,Surgeries,Soft Tissue,1126,37865
2003,September,Surgeries,Upper Gastrointestinal,1148,37865
2003,October,Chemotherapy,All Other,1875,37895
2003,October,Chemotherapy,Bladder,5134,37895
2003,October,Chemotherapy,Bone,1925,37895
2003,October,Chemotherapy,Brain,1472,37895
2003,October,Chemotherapy,Breast,6408,37895
2003,October,Chemotherapy,Colorectal,775,37895
2003,October,Chemotherapy,Eye and Orbit,1034,37895
2003,October,Chemotherapy,Gynecologic,9051,37895
2003,October,Chemotherapy,Head and Neck,9851,37895
